NAME,DEC,xs,ys,xe,ye,路段ID,sordernum,eordernum,路段长度,linktype,ramp,mylinktype,限速,speedadj,车道数,tflowmodel,上游路口ID,下游路口ID
沪闵路,,121.4083396,31.1439936,121.4112903,31.14654192,396,8855,88151,434.875,5,1,1,50,15,2,2,207,303
桂平路,,121.4080138,31.1496907,121.4065812,31.1531126,397,8843,8842,416.967,5,0,2,40,15,2,2,195,194
桂平路,,121.4065812,31.1531126,121.4045997,31.15758,398,8842,8840,547.943,5,0,2,40,15,2,2,194,192
桂平路,,121.4045997,31.15758,121.4005994,31.1649062,399,8840,24,933.731,5,0,2,40,15,2,2,192,24
桂平路,,121.4005994,31.1649062,121.4045997,31.15758,400,24,8840,934.545,5,0,2,40,15,2,2,24,192
桂平路,,121.4045997,31.15758,121.4065812,31.1531126,401,8840,8842,550.455,5,0,2,40,15,2,2,192,194
桂平路,,121.4065812,31.1531126,121.4080138,31.1496907,402,8842,8843,417.426,5,0,2,40,15,2,2,194,195
桂江路,,121.4073381,31.1462859,121.406097,31.1490763,403,8853,8852,342.63,5,0,3,30,15,2,2,205,204
桂江路,,121.406097,31.1490763,121.4046022,31.152504,404,8852,8841,422.759,5,0,3,30,15,2,2,204,193
桂江路,,121.4046022,31.152504,121.4025667,31.15710159,405,8841,8847,563.504,5,0,3,30,15,2,2,193,199
桂江路,,121.4025667,31.15710159,121.4046022,31.152504,406,8847,8841,563.646,5,0,3,30,15,2,2,199,193
桂江路,,121.4046022,31.152504,121.406097,31.1490763,407,8841,8852,419.849,5,0,3,30,15,2,2,193,204
桂江路,,121.406097,31.1490763,121.4073381,31.1462859,408,8852,8853,343.569,5,0,3,30,15,2,2,204,205
桂江路,,121.4083396,31.1439936,121.4073381,31.1462859,409,8855,8853,283.447,5,0,3,30,15,2,2,207,205
桂江路,,121.4073381,31.1462859,121.4083396,31.1439936,410,8853,8855,283.125,5,0,3,30,15,2,2,205,207
虹梅路,,121.4068226,31.142556,121.4058099,31.14548888,411,12,8854,347.093,5,0,1,50,15,2,2,12,206
虹梅路,,121.4058099,31.14548888,121.4044999,31.1485624,412,8854,103,375.214,5,0,1,50,15,2,2,206,103
虹梅路,,121.4044999,31.1485624,121.4028149,31.15279859,413,103,88145,511.125,5,1,1,50,15,2,2,103,297
虹梅路,,121.4011126,31.15670532,121.3992865,31.1613294,414,88103,88143,555.055,5,2,1,50,15,2,2,255,295
虹梅路,,121.3980991,31.16400615,121.3991451,31.16130707,415,23,88142,323.483,5,1,1,50,15,2,2,23,294
虹梅路,,121.4011126,31.15670532,121.4026437,31.15286559,416,88103,88144,462.99,5,2,1,50,15,2,2,255,296
虹梅路,,121.4044999,31.1485624,121.4058099,31.14548888,417,103,8854,375.615,5,0,1,50,15,2,2,103,206
虹梅路,,121.4058099,31.14548888,121.4068226,31.142556,418,8854,12,354.028,5,0,1,50,15,2,2,206,12
顾戴路,,121.4044999,31.1485624,121.3999163,31.1476048,419,103,9921,527.475,5,0,1,50,15,2,2,103,343
顾戴路,,121.3999163,31.1476048,121.4044999,31.1485624,420,9921,103,530.112,5,0,1,50,15,2,2,343,103
漕宝路,,121.3980991,31.16400615,121.3942332,31.1626641,421,23,9922,464.107,5,0,1,50,15,2,2,23,344
漕宝路,,121.3942332,31.1626641,121.3980991,31.16400615,422,9922,23,463.581,5,0,1,50,15,2,2,344,23
龙吴路,,121.4514223,31.12912782,121.452072,31.1265042,423,37,38,310.159,5,1,1,50,15,2,2,37,38
龙吴路,,121.452072,31.1265042,121.4523179,31.12193235,424,38,39,513.603,5,2,1,50,15,2,2,38,39
龙吴路,,121.4523179,31.12193235,121.4519652,31.11764195,425,39,40,484.962,5,0,1,50,15,2,2,39,40
龙吴路,,121.4519652,31.11764195,121.4523179,31.12193235,426,40,39,487.305,5,0,1,50,15,2,2,40,39
龙吴路,,121.4523179,31.12193235,121.452072,31.1265042,427,39,38,514.768,5,1,1,50,15,2,2,39,38
龙吴路,,121.452072,31.1265042,121.4514223,31.12912782,428,38,37,308.327,5,0,1,50,15,2,2,38,37
华发路,,121.4514223,31.12912782,121.4408209,31.1286324,429,37,41,1194.096,5,0,2,40,15,2,2,37,41
华发路,,121.4408209,31.1286324,121.4514223,31.12912782,430,41,37,1190.705,5,0,2,40,15,2,2,41,37
罗秀路,,121.4486435,31.13753151,121.4392985,31.1350043,431,36,88109,1095.484,5,0,2,40,15,2,2,36,261
罗秀路,,121.4392985,31.1350043,121.4383685,31.1347469,432,88109,42,118.274,5,0,2,40,15,2,2,261,42
罗秀路,,121.4383685,31.1347469,121.4392985,31.1350043,433,42,88109,112.016,5,0,2,40,15,2,2,42,261
罗秀路,,121.4392985,31.1350043,121.4486435,31.13753151,434,88109,36,1089.106,5,0,2,40,15,2,2,261,36
长华路,,121.4408209,31.1286324,121.4383685,31.1347469,435,41,42,743.362,5,0,2,40,15,2,2,41,42
长华路,,121.4383685,31.1347469,121.4408209,31.1286324,436,42,41,736.832,5,0,2,40,15,2,2,42,41
龙川路,,121.4392985,31.1350043,121.4372148,31.14093675,437,88109,88108,707.205,5,0,3,30,15,2,2,261,260
龙川路,,121.4372148,31.14093675,121.4392985,31.1350043,438,88108,88109,704.128,5,0,3,30,15,2,2,260,261
上中路,,121.4463225,31.1444369,121.440113,31.1422728,439,88139,88170,739.387,5,2,1,50,15,2,2,291,322
上中路,,121.4372148,31.14093675,121.4358744,31.14045735,440,88108,99,163.088,5,0,1,50,15,2,2,260,99
上中路,,121.4358744,31.14045735,121.4278337,31.1379976,441,99,100,944.47,5,0,1,50,15,2,2,99,100
上中路,,121.4278337,31.1379976,121.4236214,31.1369265,442,100,101,489.385,5,0,1,50,15,2,2,100,101
上中路,,121.4236214,31.1369265,121.41701,31.1346556,443,101,102,789.011,5,0,1,50,15,2,2,101,102
上中路,,121.41701,31.1346556,121.4236214,31.1369265,444,102,101,784.593,5,0,1,50,15,2,2,102,101
上中路,,121.4236214,31.1369265,121.4278337,31.1379976,445,101,100,486.041,5,0,1,50,15,2,2,101,100
上中路,,121.4278337,31.1379976,121.4358744,31.14045735,446,100,99,939.57,5,0,1,50,15,2,2,100,99
上中路,,121.4358744,31.14045735,121.4372148,31.14093675,447,99,88108,161.113,5,0,1,50,15,2,2,99,260
上中路,,121.4372148,31.14093675,121.4394952,31.14181127,448,88108,88148,272.486,5,1,1,50,15,2,2,260,300
百色路,,121.4461964,31.14639547,121.4339118,31.14427775,449,35,98,1401.84,5,0,2,40,15,2,2,35,98
百色路,,121.4339118,31.14427775,121.4461964,31.14639547,450,98,35,1397.04,5,0,2,40,15,2,2,98,35
龙水南路,,121.4456276,31.15549866,121.4475833,31.15551269,451,34,88127,226.107,5,0,1,50,15,2,2,34,279
龙水南路,,121.4558277,31.1576008,121.4508555,31.15551555,452,8895,88126,606.978,5,0,1,50,15,2,2,247,278
石龙路,,121.4447268,31.16051723,121.4419743,31.15990737,453,32,88106,322.7,5,0,1,50,15,2,2,32,258
石龙路,,121.4419743,31.15990737,121.4393667,31.15919625,454,88106,8849,306.492,5,0,1,50,15,2,2,258,201
石龙路,,121.4393667,31.15919625,121.4344875,31.1575117,455,8849,8848,579.079,5,0,1,50,15,2,2,201,200
石龙路,,121.4344875,31.1575117,121.4304244,31.15499285,456,8848,96,546.381,5,0,1,50,15,2,2,200,96
石龙路,,121.4304244,31.15499285,121.4238046,31.1485838,457,96,97,1028.277,5,0,1,50,15,2,2,96,97
石龙路,,121.4238046,31.1485838,121.4304244,31.15499285,458,97,96,1028.673,5,0,1,50,15,2,2,97,96
石龙路,,121.4304244,31.15499285,121.4344875,31.1575117,459,96,8848,542.617,5,0,1,50,15,2,2,96,200
石龙路,,121.4344875,31.1575117,121.4393667,31.15919625,460,8848,8849,578.359,5,0,1,50,15,2,2,200,201
石龙路,,121.4393667,31.15919625,121.4419743,31.15990737,461,8849,88106,303.77,5,0,1,50,15,2,2,201,258
石龙路,,121.4419743,31.15990737,121.4447268,31.16051723,462,88106,32,331.249,5,0,1,50,15,2,2,258,32
老沪闵路,,121.4278337,31.1379976,121.4238046,31.1485838,463,100,97,1291.691,5,0,1,50,15,2,2,100,97
老沪闵路,,121.4238046,31.1485838,121.4194376,31.15426093,464,97,10,802.559,5,0,1,50,15,2,2,97,10
老沪闵路,,121.4194376,31.15426093,121.4238046,31.1485838,465,10,97,801.776,5,0,1,50,15,2,2,10,97
老沪闵路,,121.4238046,31.1485838,121.4278337,31.1379976,466,97,100,1292.143,5,0,1,50,15,2,2,97,100
龙川北路,,121.4358744,31.14045735,121.4339118,31.14427775,467,99,98,482.04,5,0,2,40,15,2,2,99,98
龙川北路,,121.4339118,31.14427775,121.4304244,31.15499285,468,98,96,1311.753,5,0,2,40,15,2,2,98,96
龙川北路,,121.4304244,31.15499285,121.4339118,31.14427775,469,96,98,1305.909,5,0,2,40,15,2,2,96,98
龙川北路,,121.4339118,31.14427775,121.4358744,31.14045735,470,98,99,483.249,5,0,2,40,15,2,2,98,99
柳州路,,121.4304244,31.15499285,121.427111,31.1571107,471,96,8897,446.553,5,0,2,40,15,2,2,96,249
柳州路,,121.427111,31.1571107,121.4246286,31.15923114,472,8897,9,366.936,5,0,2,40,15,2,2,249,9
柳州路,,121.4246286,31.15923114,121.427111,31.1571107,473,9,8897,366.215,5,0,2,40,15,2,2,9,249
柳州路,,121.427111,31.1571107,121.4304244,31.15499285,474,8897,96,445.192,5,0,2,40,15,2,2,249,96
南宁路,,121.427111,31.1571107,121.4306995,31.1597115,475,8897,8856,500.651,5,0,3,30,15,2,2,249,208
南宁路,,121.4306995,31.1597115,121.4319384,31.1614305,476,8856,8862,246.22,5,0,3,30,15,2,2,208,214
南宁路,,121.4319384,31.1614305,121.4344469,31.16411659,477,8862,886,419.516,5,0,3,30,15,2,2,214,158
南宁路,,121.4344469,31.16411659,121.4378239,31.1665804,478,886,8851,472.301,5,0,3,30,15,2,2,158,203
南宁路,,121.4378239,31.1665804,121.4344469,31.16411659,479,8851,886,468.387,5,0,3,30,15,2,2,203,158
南宁路,,121.4344469,31.16411659,121.4319384,31.1614305,480,886,8862,420.554,5,0,3,30,15,2,2,158,214
南宁路,,121.4319384,31.1614305,121.4306995,31.1597115,481,8862,8856,240.608,5,0,3,30,15,2,2,214,208
南宁路,,121.4306995,31.1597115,121.427111,31.1571107,482,8856,8897,498.576,5,0,3,30,15,2,2,208,249
武宜路,,121.4419743,31.15990737,121.4421293,31.1628533,483,88106,8850,362.739,5,0,3,30,15,2,2,258,202
武宜路,,121.4421293,31.1628533,121.4378239,31.1665804,484,8850,8851,643.287,5,0,3,30,15,2,2,202,203
武宜路,,121.4378239,31.1665804,121.4421293,31.1628533,485,8851,8850,643.278,5,0,3,30,15,2,2,203,202
武宜路,,121.4421293,31.1628533,121.4419743,31.15990737,486,8850,88106,361.028,5,0,3,30,15,2,2,202,258
三江路,,121.4344469,31.16411659,121.434219,31.1660861,487,886,8861,221.601,5,0,3,30,15,2,2,158,213
三江路,,121.434219,31.1660861,121.4336871,31.17089815,488,8861,29,545.048,5,0,3,30,15,2,2,213,29
三江路,,121.4336871,31.17089815,121.434219,31.1660861,489,29,8861,543.917,5,0,3,30,15,2,2,29,213
三江路,,121.434219,31.1660861,121.4344469,31.16411659,490,8861,886,223.595,5,0,3,30,15,2,2,213,158
宾阳路,,121.434219,31.1660861,121.4301211,31.1649878,491,8861,8863,474.476,5,0,3,30,15,2,2,213,215
宾阳路,,121.4301211,31.1649878,121.434219,31.1660861,492,8863,8861,474.116,5,0,3,30,15,2,2,215,213
宾南路,,121.4319384,31.1614305,121.4301211,31.1649878,493,8862,8863,448.884,5,0,3,30,15,2,2,214,215
宾南路,,121.4301211,31.1649878,121.4319384,31.1614305,494,8863,8862,451.474,5,0,3,30,15,2,2,215,214
宾阳路,,121.4301211,31.1649878,121.4292121,31.16518395,495,8863,8,104.437,5,0,3,30,15,2,2,215,8
宾阳路,,121.4292121,31.16518395,121.4301211,31.1649878,496,8,8863,105.255,5,0,3,30,15,2,2,8,215
冠生园路,,121.4292121,31.16518395,121.426486,31.1653406,497,8,8859,304.821,5,0,2,40,15,2,2,8,211
冠生园路,,121.426486,31.1653406,121.4209149,31.16512637,498,8859,107,625.517,5,0,2,40,15,2,2,211,107
冠生园路,,121.4209149,31.16512637,121.426486,31.1653406,499,107,8859,625.015,5,0,2,40,15,2,2,107,211
冠生园路,,121.426486,31.1653406,121.4292121,31.16518395,500,8859,8,306.176,5,0,2,40,15,2,2,211,8
康健路,康健路（桂林路至柳州路）,121.4144807,31.16644364,121.4207009,31.16714758,501,8817,8815,756.856,5,0,3,30,15,2,2,169,167
康健路,,121.4207009,31.16714758,121.4263793,31.167439,502,8815,8869,640.611,5,0,3,30,15,2,2,167,221
康健路,,121.4263793,31.167439,121.4295733,31.16740898,503,8869,8868,363.033,5,0,3,30,15,2,2,221,220
康健路,,121.4295733,31.16740898,121.4263793,31.167439,504,8868,8869,361.207,5,0,3,30,15,2,2,220,221
康健路,,121.4263793,31.167439,121.4207009,31.16714758,505,8869,8815,644.433,5,0,3,30,15,2,2,221,167
钦州南路,,121.4215658,31.16219373,121.426342,31.1631989,506,108,8858,549.317,5,0,3,30,15,2,2,108,210
钦州南路,,121.426342,31.1631989,121.4215658,31.16219373,507,8858,108,551.743,5,0,3,30,15,2,2,210,108
浦北路,,121.4228745,31.16064708,121.4268811,31.162228,508,109,8857,489.642,5,0,3,30,15,2,2,109,209
浦北路,,121.4268811,31.162228,121.4228745,31.16064708,509,8857,109,492.567,5,0,3,30,15,2,2,209,109
定安路,,121.4306995,31.1597115,121.4273753,31.16192284,510,8856,8896,448.048,5,0,3,30,15,2,2,208,248
定安路,,121.4273753,31.16192284,121.4306995,31.1597115,511,8896,8856,446.721,5,0,3,30,15,2,2,248,208
钦州路,,121.4273753,31.16192284,121.4268811,31.162228,512,8896,8857,67.736,5,0,2,40,15,2,2,248,209
钦州路,,121.4268811,31.162228,121.426342,31.1631989,513,8857,8858,125.759,5,0,2,40,15,2,2,209,210
钦州路,,121.426342,31.1631989,121.426486,31.1653406,514,8858,8859,241.474,5,0,2,40,15,2,2,210,211
钦州路,,121.426486,31.1653406,121.4263793,31.167439,515,8859,8869,238.808,5,0,2,40,15,2,2,211,221
钦州路,,121.4263793,31.167439,121.4261261,31.1701272,516,8869,28,313.283,5,0,2,40,15,2,2,221,28
钦州路,,121.4261261,31.1701272,121.4263793,31.167439,517,28,8869,308.389,5,0,2,40,15,2,2,28,221
钦州路,,121.4263793,31.167439,121.426486,31.1653406,518,8869,8859,237.696,5,0,2,40,15,2,2,221,211
钦州路,,121.426486,31.1653406,121.426342,31.1631989,519,8859,8858,242.843,5,0,2,40,15,2,2,211,210
钦州路,,121.426342,31.1631989,121.4268811,31.162228,520,8858,8857,128.43,5,0,2,40,15,2,2,210,209
钦州路,,121.4268811,31.162228,121.4273753,31.16192284,521,8857,8896,67.576,5,0,2,40,15,2,2,209,248
沪闵路,,121.4246286,31.15923114,121.4256237,31.16003042,522,9,88155,151.606,5,1,1,50,15,2,2,9,307
沪闵路,,121.4273753,31.16192284,121.4292121,31.16518395,523,8896,8,428.21,5,0,1,50,15,2,2,248,8
沪闵路,,121.4292121,31.16518395,121.4295733,31.16740898,524,8,8868,253.161,5,0,1,50,15,2,2,8,220
沪闵路,,121.4295733,31.16740898,121.4300094,31.17029281,525,8868,7,332.289,5,0,1,50,15,2,2,220,7
沪闵路,,121.4300094,31.17029281,121.4295733,31.16740898,526,7,8868,333.243,5,0,1,50,15,2,2,7,220
沪闵路,,121.4295733,31.16740898,121.4292121,31.16518395,527,8868,8,252.614,5,0,1,50,15,2,2,220,8
沪闵路,,121.4292121,31.16518395,121.4273753,31.16192284,528,8,8896,424.812,5,0,1,50,15,2,2,8,248
沪闵路,,121.4273753,31.16192284,121.4258842,31.16055894,529,8896,88156,225.705,5,2,1,50,15,2,2,248,308
云锦路,,121.4558277,31.1576008,121.4555069,31.15952849,530,8895,54,223.173,5,0,1,50,15,2,2,247,54
云锦路,,121.4555069,31.15952849,121.4547706,31.1636364,531,54,53,473.372,5,0,1,50,15,2,2,54,53
云锦路,,121.4547706,31.1636364,121.4543573,31.1663178,532,53,52,307.373,5,0,1,50,15,2,2,53,52
云锦路,,121.4543573,31.1663178,121.4540024,31.16835735,533,52,51,237.284,5,0,1,50,15,2,2,52,51
云锦路,,121.4540024,31.16835735,121.4533246,31.17247255,534,51,50,470.096,5,0,1,50,15,2,2,51,50
云锦路,,121.4533246,31.17247255,121.4528462,31.17549737,535,50,8878,345.148,5,0,1,50,15,2,2,50,230
云锦路,,121.4528462,31.17549737,121.4523401,31.17829142,536,8878,8875,320.11,5,0,1,50,15,2,2,230,227
云锦路,,121.4523401,31.17829142,121.4528462,31.17549737,537,8875,8878,319.23,5,0,1,50,15,2,2,227,230
云锦路,,121.4528462,31.17549737,121.4533246,31.17247255,538,8878,50,345.284,5,0,1,50,15,2,2,230,50
云锦路,,121.4533246,31.17247255,121.4540024,31.16835735,539,50,51,468.336,5,0,1,50,15,2,2,50,51
云锦路,,121.4540024,31.16835735,121.4543573,31.1663178,540,51,52,235.741,5,0,1,50,15,2,2,51,52
云锦路,,121.4543573,31.1663178,121.4547706,31.1636364,541,52,53,305.063,5,0,1,50,15,2,2,52,53
云锦路,,121.4547706,31.1636364,121.4555069,31.15952849,542,53,54,469.087,5,0,1,50,15,2,2,53,54
云锦路,,121.4555069,31.15952849,121.4558277,31.1576008,543,54,8895,230.043,5,0,1,50,15,2,2,54,247
龙腾大道,,121.458832,31.1654415,121.4581856,31.1667883,544,48,47,172.764,5,0,1,50,15,2,2,48,47
龙腾大道,,121.4581856,31.1667883,121.4583861,31.1688532,545,47,46,237.827,5,0,1,50,15,2,2,47,46
龙腾大道,,121.4583861,31.1688532,121.4581359,31.17296725,546,46,45,494.713,5,0,1,50,15,2,2,46,45
龙腾大道,,121.4581359,31.17296725,121.4573015,31.17919349,547,45,8885,712.294,5,0,1,50,15,2,2,45,237
龙腾大道,,121.4573015,31.17919349,121.4581067,31.18124022,548,8885,8894,250.913,5,0,1,50,15,2,2,237,246
龙腾大道,,121.4581067,31.18124022,121.4589346,31.18325131,549,8894,44,251.971,5,0,1,50,15,2,2,246,44
龙腾大道,,121.4589346,31.18325131,121.4581067,31.18124022,550,44,8894,251.863,5,0,1,50,15,2,2,44,246
龙腾大道,,121.4581067,31.18124022,121.4573015,31.17919349,551,8894,8885,251.363,5,0,1,50,15,2,2,246,237
龙腾大道,,121.4573015,31.17919349,121.4581359,31.17296725,552,8885,45,714.289,5,0,1,50,15,2,2,237,45
龙腾大道,,121.4581359,31.17296725,121.4583861,31.1688532,553,45,46,481.942,5,0,1,50,15,2,2,45,46
龙腾大道,,121.4583861,31.1688532,121.4581856,31.1667883,554,46,47,243.732,5,0,1,50,15,2,2,46,47
龙腾大道,,121.4581856,31.1667883,121.458832,31.1654415,555,47,48,173.921,5,0,1,50,15,2,2,47,48
龙耀路,,121.4447268,31.16051723,121.4547706,31.1636364,556,32,53,1190.935,5,0,1,50,15,2,2,32,53
龙耀路,,121.4547706,31.1636364,121.458832,31.1654415,557,53,48,502.014,5,0,1,50,15,2,2,53,48
龙耀路,,121.458832,31.1654415,121.4547706,31.1636364,558,48,53,499.581,5,0,1,50,15,2,2,48,53
龙耀路,,121.4547706,31.1636364,121.4447268,31.16051723,559,53,32,1200.675,5,0,1,50,15,2,2,53,32
龙启路,,121.4543573,31.1663178,121.4581856,31.1667883,560,52,47,433.596,5,0,3,30,15,2,2,52,47
龙启路,,121.4581856,31.1667883,121.4543573,31.1663178,561,47,52,433.399,5,0,3,30,15,2,2,47,52
龙兰路,,121.4540024,31.16835735,121.4583861,31.1688532,562,51,46,492.249,5,0,3,30,15,2,2,51,46
龙兰路,,121.4583861,31.1688532,121.4540024,31.16835735,563,46,51,497.248,5,0,3,30,15,2,2,46,51
丰谷路,,121.4533246,31.17247255,121.4581359,31.17296725,564,50,45,542.232,5,0,2,40,15,2,2,50,45
丰谷路,,121.4581359,31.17296725,121.4533246,31.17247255,565,45,50,543.533,5,0,2,40,15,2,2,45,50
丰谷路,,121.4533246,31.17247255,121.4491111,31.17206085,566,50,88101,475.632,5,0,2,40,15,2,2,50,253
丰谷路,,121.4491111,31.17206085,121.4533246,31.17247255,567,88101,50,482.013,5,0,2,40,15,2,2,253,50
龙华西路,,121.4491111,31.17206085,121.4465933,31.17426747,568,88101,60,375.545,5,0,2,40,15,2,2,253,60
龙华西路,,121.4465933,31.17426747,121.4491111,31.17206085,569,60,88101,391.851,5,0,2,40,15,2,2,60,253
宛平南路,,121.4523401,31.17829142,121.4515693,31.18043164,570,8875,8884,262.253,5,0,1,50,15,2,2,227,236
宛平南路,,121.4515693,31.18043164,121.4497167,31.18240664,571,8884,59,303.846,5,0,1,50,15,2,2,236,59
宛平南路,,121.4497167,31.18240664,121.4515693,31.18043164,572,59,8884,307.391,5,0,1,50,15,2,2,59,236
宛平南路,,121.4515693,31.18043164,121.4523401,31.17829142,573,8884,8875,258.252,5,0,1,50,15,2,2,236,227
瑞宁路,,121.4515693,31.18043164,121.454056,31.18272435,574,8884,88122,379.496,5,0,3,30,15,2,2,236,274
瑞宁路,,121.454056,31.18272435,121.4558572,31.1847518,575,88122,8882,305.714,5,0,3,30,15,2,2,274,234
瑞宁路,,121.4558572,31.1847518,121.454056,31.18272435,576,8882,88122,305.958,5,0,3,30,15,2,2,234,274
瑞宁路,,121.454056,31.18272435,121.4515693,31.18043164,577,88122,8884,379.738,5,0,3,30,15,2,2,274,236
凯滨路,,121.4519797,31.18415093,121.454056,31.18272435,578,8821,88122,285.404,5,0,3,30,15,2,2,173,274
凯滨路,,121.454056,31.18272435,121.4581067,31.18124022,579,88122,8894,521.25,5,0,3,30,15,2,2,274,246
凯滨路,,121.4581067,31.18124022,121.454056,31.18272435,580,8894,88122,520.451,5,0,3,30,15,2,2,246,274
凯滨路,,121.454056,31.18272435,121.4519797,31.18415093,581,88122,8821,283.931,5,0,3,30,15,2,2,274,173
东安路,,121.4589346,31.18325131,121.4558572,31.1847518,582,44,8882,383.901,5,0,2,40,15,2,2,44,234
东安路,,121.4558572,31.1847518,121.4542449,31.1858927,583,8882,8820,222.903,5,0,2,40,15,2,2,234,172
东安路,,121.4542449,31.1858927,121.4558572,31.1847518,584,8820,8882,227.226,5,0,2,40,15,2,2,172,234
东安路,,121.4558572,31.1847518,121.4589346,31.18325131,585,8882,44,386.199,5,0,2,40,15,2,2,234,44
龙恒东路,,121.4523401,31.17829142,121.4573015,31.17919349,586,8875,8885,579.944,5,0,3,30,15,2,2,227,237
龙恒东路,,121.4573015,31.17919349,121.4523401,31.17829142,587,8885,8875,584.128,5,0,3,30,15,2,2,237,227
瑞宁路,,121.4558572,31.1847518,121.4567248,31.18555928,588,8882,88100,137.209,5,0,2,40,15,2,2,234,252
瑞宁路,,121.4567248,31.18555928,121.4585851,31.18636859,589,88100,43,234.737,5,0,2,40,15,2,2,252,43
瑞宁路,,121.4585851,31.18636859,121.4567248,31.18555928,590,43,88100,231.737,5,0,2,40,15,2,2,43,252
瑞宁路,,121.4567248,31.18555928,121.4558572,31.1847518,591,88100,8882,136.576,5,0,2,40,15,2,2,252,234
船厂路,,121.4567248,31.18555928,121.4551396,31.18791524,592,88100,8825,319.624,5,0,3,30,15,2,2,252,177
船厂路,,121.4551396,31.18791524,121.4567248,31.18555928,593,8825,88100,322.645,5,0,3,30,15,2,2,177,252
龙华中路,,121.4568243,31.18855769,121.4603001,31.18987294,594,56,8883,419.877,5,0,1,50,15,2,2,56,235
龙华中路,,121.4603001,31.18987294,121.4568243,31.18855769,595,8883,56,420.258,5,0,1,50,15,2,2,235,56
小木桥路,,121.4603001,31.18987294,121.4580764,31.19217923,596,8883,21,375.956,5,0,3,30,15,2,2,235,21
小木桥路,,121.4580764,31.19217923,121.4603001,31.18987294,597,21,8883,381.178,5,0,3,30,15,2,2,21,235
龙华路,,121.4465933,31.17426747,121.4476995,31.18261035,598,60,8874,1049.14,5,0,1,50,15,2,2,60,226
龙华路,,121.4476995,31.18261035,121.4483486,31.18414617,599,8874,58,197.809,5,0,1,50,15,2,2,226,58
龙华路,,121.4483486,31.18414617,121.4476995,31.18261035,600,58,8874,191.031,5,0,1,50,15,2,2,58,226
龙华路,,121.4476995,31.18261035,121.4465933,31.17426747,601,8874,60,1034.223,5,0,1,50,15,2,2,226,60
华容路,,121.4476995,31.18261035,121.4450084,31.1817825,602,8874,8872,325.806,5,0,3,30,15,2,2,226,224
华容路,,121.4450084,31.1817825,121.4476995,31.18261035,603,8872,8874,315.877,5,0,3,30,15,2,2,224,226
中山南二路,,121.4362897,31.17965694,121.4401499,31.1824467,604,16,17,534.632,5,0,1,50,15,2,2,16,17
中山南二路,,121.4401499,31.1824467,121.4435813,31.18520106,605,17,8873,498.096,5,0,1,50,15,2,2,17,225
中山南二路,,121.4435813,31.18520106,121.4461072,31.18710622,606,8873,18,361.241,5,0,1,50,15,2,2,225,18
中山南二路,,121.4461072,31.18710622,121.4435813,31.18520106,607,18,8873,365.775,5,0,1,50,15,2,2,18,225
中山南二路,,121.4435813,31.18520106,121.4401499,31.1824467,608,8873,17,495.822,5,0,1,50,15,2,2,225,17
中山南二路,,121.4401499,31.1824467,121.4395378,31.18208415,609,17,88165,81.713,5,1,1,50,15,2,2,17,317
双峰路,,121.4450084,31.1817825,121.4435813,31.18520106,610,8872,8873,415.751,5,0,3,30,15,2,2,224,225
双峰路,,121.4435813,31.18520106,121.4450084,31.1817825,611,8873,8872,413.108,5,0,3,30,15,2,2,225,224
天钥桥路,,121.4442404,31.17527255,121.4401499,31.1824467,612,61,17,957.105,5,0,2,40,15,2,2,61,17
天钥桥路,,121.4401499,31.1824467,121.4385822,31.1870507,613,17,62,543.532,5,0,1,50,15,2,2,17,62
天钥桥路,,121.4385822,31.1870507,121.4401499,31.1824467,614,62,17,544.973,5,0,1,50,15,2,2,62,17
天钥桥路,,121.4401499,31.1824467,121.4442404,31.17527255,615,17,61,940.407,5,0,2,40,15,2,2,17,61
天钥桥路,,121.437532,31.1917306,121.4381587,31.1880453,616,72,8879,431.946,5,0,1,50,15,2,2,72,231
天钥桥路,,121.4381587,31.1880453,121.4385822,31.1870507,617,8879,62,122.717,5,0,1,50,15,2,2,231,62
零陵路,,121.4385822,31.1870507,121.4417712,31.1894461,618,62,8886,449.207,5,0,2,40,15,2,2,62,238
零陵路,,121.4417712,31.1894461,121.444305,31.19037156,619,8886,63,302.817,5,0,2,40,15,2,2,238,63
零陵路,,121.444305,31.19037156,121.4417712,31.1894461,620,63,8886,302.698,5,0,2,40,15,2,2,63,238
零陵路,,121.4417712,31.1894461,121.4385822,31.1870507,621,8886,62,450.875,5,0,2,40,15,2,2,238,62
零陵路,,121.4317225,31.1843959,121.4365759,31.1857828,622,3,8899,567.658,5,0,2,40,15,2,2,3,251
零陵路,,121.4365759,31.1857828,121.4385822,31.1870507,623,8899,62,268.801,5,0,2,40,15,2,2,251,62
零陵路,,121.4385822,31.1870507,121.4365759,31.1857828,624,62,8899,266.21,5,0,2,40,15,2,2,62,251
零陵路,,121.4365759,31.1857828,121.4317225,31.1843959,625,8899,3,564.109,5,0,2,40,15,2,2,251,3
斜土路,,121.4365759,31.1857828,121.4381587,31.1880453,626,8899,8879,308.093,5,0,3,30,15,2,2,251,231
斜土路,,121.4381587,31.1880453,121.4411396,31.1910608,627,8879,8887,477.976,5,0,3,30,15,2,2,231,239
斜土路,,121.4411396,31.1910608,121.4381587,31.1880453,628,8887,8879,479.181,5,0,3,30,15,2,2,239,231
斜土路,,121.4381587,31.1880453,121.4365759,31.1857828,629,8879,8899,312.458,5,0,3,30,15,2,2,231,251
