NAME,DEC,xs,ys,xe,ye,路段ID,sordernum,eordernum,路段长度,linktype,ramp,mylinktype,限速,speedadj,车道数,tflowmodel,上游路口ID,下游路口ID
漕溪路,漕溪路（三汇路至田林东路）,121.4312338,31.18008334,121.4307861,31.17807092,182,5,88158,236.127,5,2,1,50,15,2,2,5,310
虹漕南路,虹漕南路（沪闵路至江安路）,121.4141457,31.14927833,121.4120892,31.15129615,183,11,104,330.54,5,0,1,50,15,2,2,11,104
桂林路,桂林路（吴中路至钦州北路）,121.4089245,31.1886318,121.4097839,31.18256417,184,91,89,690.044,5,0,1,50,15,2,2,91,89
桂林路,桂林路（钦州北路至钦江路）,121.4097839,31.18256417,121.4105815,31.17927385,185,89,8832,386.129,5,0,1,50,15,2,2,89,184
龙吴路,龙吴路（石龙路至黄石路）,121.4447268,31.16051723,121.445512,31.15880401,186,32,33,217.831,5,0,1,50,15,2,2,32,33
龙吴路,龙吴路（黄石路至龙水南路）,121.445512,31.15880401,121.4456276,31.15549866,187,33,34,382.206,5,0,1,50,15,2,2,33,34
龙吴路,龙吴路（龙水南路至黄石路）,121.4456276,31.15549866,121.445512,31.15880401,188,34,33,376.717,5,0,1,50,15,2,2,34,33
龙华西路,龙华西路（中山南二路至龙吴路）,121.4362897,31.17965694,121.4381065,31.17887252,189,16,88164,223.373,5,2,1,50,15,2,2,16,316
沪闵路,沪闵路（沪闵北广场至柳州路）,121.4216515,31.15633391,121.4246286,31.15923114,190,8822,9,476.225,5,0,1,50,15,2,2,174,9
田林东路,田林东路（漕溪路至田川路）,121.430746,31.1763909,121.4265582,31.17634711,191,6,8834,481.165,5,0,2,40,15,2,2,6,186
田林东路,田林东路（田川路至钦州路）,121.4265582,31.17634711,121.4251343,31.17579889,192,8834,85,176.811,5,0,2,40,15,2,2,186,85
田林东路,田林东路（钦州路至田川路）,121.4251343,31.17579889,121.4265582,31.17634711,193,85,8834,175.241,5,0,2,40,15,2,2,85,186
田林东路,田林东路（田川路至漕溪路）,121.4265582,31.17634711,121.430746,31.1763909,194,8834,6,472.693,5,0,2,40,15,2,2,186,6
龙吴路,龙吴路（华发路至罗秀路）,121.4514223,31.12912782,121.4486435,31.13753151,195,37,36,1002.556,5,2,1,50,15,2,2,37,36
漕宝路,漕宝路（苍梧路至虹漕南路）,121.4099191,31.16675789,121.4075896,31.16622536,196,8812,25,278.518,5,0,1,50,15,2,2,164,25
中山西路,中山西路（吴中路至柳州路）,121.4167424,31.1910874,121.4174036,31.18992216,197,13,88161,156.644,5,1,1,50,15,2,2,13,313
中山西路,中山西路（柳州路至吴中路）,121.4184043,31.18870604,121.4176185,31.19003791,198,8837,88162,176.625,5,2,1,50,15,2,2,189,314
柳州路,柳州路（漕宝路至田林路）,121.4204496,31.16955042,121.4193665,31.17361073,199,27,84,478.26,5,0,2,40,15,2,2,27,84
钦州路,钦州路（漕宝路至田林东路）,121.4261261,31.1701272,121.4251343,31.17579889,200,28,85,661.686,5,0,2,40,15,2,2,28,85
漕宝路,漕宝路（漕溪路至钦州路）,121.4300094,31.17029281,121.4261261,31.1701272,201,7,28,443.074,5,0,1,50,15,2,2,7,28
钦州路,钦州路（田林东路至漕宝路）,121.4251343,31.17579889,121.4261261,31.1701272,202,85,28,651.449,5,0,2,40,15,2,2,85,28
漕宝路,漕宝路（钦州路至刁勤路）,121.4261261,31.1701272,121.4232822,31.16989306,203,28,8811,332.002,5,0,1,50,15,2,2,28,163
漕宝路,漕宝路（柳州路至刁勤路）,121.4204496,31.16955042,121.4232822,31.16989306,204,27,8811,328.132,5,0,1,50,15,2,2,27,163
漕宝路,漕宝路（苍梧路至桂林路）,121.4099191,31.16675789,121.4140665,31.16872856,205,8812,26,522.655,5,0,1,50,15,2,2,164,26
桂林路,桂林路（漕宝路至康健路）,121.4140665,31.16872856,121.4144807,31.16644364,206,26,8817,264.227,5,0,1,50,15,2,2,26,169
柳州路,柳州路（康健路至漕宝路）,121.4207009,31.16714758,121.4204496,31.16955042,207,8815,27,275.51,5,0,2,40,15,2,2,167,27
田川路,田川路（钦州路至田林东路）,121.4235353,31.17865043,121.4265582,31.17634711,208,8835,8834,511.385,5,0,3,30,15,2,2,187,186
三汇路,三汇路（漕溪路至中山西路）,121.4279587,31.18256807,121.4288341,31.18187657,209,8881,88137,128.057,5,0,2,40,15,2,2,233,289
漕东支路,漕东支路（龙吴路至田东路）,121.4401973,31.17259423,121.4330075,31.17619293,210,30,86,1295.614,5,0,3,30,15,2,2,30,86
漕溪路,漕溪路（漕溪人行道至田林东路）,121.4304986,31.17399526,121.430746,31.1763909,211,8836,6,281.84,5,0,1,50,15,2,2,188,6
漕溪路,漕溪路（田林东路至三汇路）,121.430746,31.1763909,121.4312338,31.18008334,212,6,5,427.419,5,0,1,50,15,2,2,6,5
田东路,田东路（漕东支路至漕溪路）,121.4330075,31.17619293,121.430746,31.1763909,213,86,6,259.469,5,0,2,40,15,2,2,86,6
钦州北路,钦州北路（柳州路至宜山路）,121.4160733,31.18222914,121.4202003,31.18107939,214,90,76,481.617,5,0,2,40,15,2,2,90,76
钦州北路,钦州北路（宜山路至柳州路）,121.4202003,31.18107939,121.4160733,31.18222914,215,76,90,490.006,5,0,2,40,15,2,2,76,90
柳州路,柳州路（钦州北路至宜山路）,121.4160733,31.18222914,121.4170013,31.17771293,216,90,77,542.354,5,0,2,40,15,2,2,90,77
钦州北路,钦州北路（桂林路至柳州路）,121.4097839,31.18256417,121.4160733,31.18222914,217,89,90,708.076,5,0,2,40,15,2,2,89,90
钦州北路,钦州北路（柳州路至桂林路）,121.4160733,31.18222914,121.4097839,31.18256417,218,90,89,707.512,5,0,2,40,15,2,2,90,89
柳州路,柳州路（浦北路至钦州南路）,121.4228745,31.16064708,121.4215658,31.16219373,219,109,108,232.79,5,0,2,40,15,2,2,109,108
柳州路,柳州路（沪闵路至浦北路）,121.4246286,31.15923114,121.4228745,31.16064708,220,9,109,260.267,5,0,2,40,15,2,2,9,109
钦州路,钦州路（田川路至宜山路）,121.4235353,31.17865043,121.4202003,31.18107939,221,8835,76,485.833,5,0,2,40,15,2,2,187,76
中山西路,中山西路（宜山路至中山立信）,121.4219963,31.18448582,121.4245204,31.18374914,222,14,8838,303.065,5,0,1,50,15,2,2,14,190
宜山路,宜山路（钦州路至中山西路）,121.4202003,31.18107939,121.4219963,31.18448582,223,76,14,444.146,5,0,1,50,15,2,2,76,14
宜山路,宜山路（宜山道口至柳州路）,121.4189001,31.17915964,121.4170013,31.17771293,224,8833,77,276.083,5,0,1,50,15,2,2,185,77
柳州路,柳州路（宜山路至钦州北路）,121.4170013,31.17771293,121.4160733,31.18222914,225,77,90,531.897,5,0,2,40,15,2,2,77,90
宜山路,宜山路（中山西路至钦州路）,121.4219963,31.18448582,121.4202003,31.18107939,226,14,76,445.027,5,0,1,50,15,2,2,14,76
龙漕路,龙漕路（龙吴路至田东路）,121.4401973,31.17259423,121.436451,31.17161199,227,30,8813,444.69,5,0,1,50,15,2,2,30,165
龙漕路,龙漕路（田东路至龙吴路）,121.436451,31.17161199,121.4401973,31.17259423,228,8813,30,441.367,5,0,1,50,15,2,2,165,30
漕东支路,漕东支路（田东路至龙漕路）,121.4330075,31.17619293,121.4336871,31.17089815,229,86,29,610.328,5,0,3,30,15,2,2,86,29
漕东支路,漕东支路（龙漕路至田东路）,121.4336871,31.17089815,121.4330075,31.17619293,230,29,86,601.334,5,0,3,30,15,2,2,29,86
龙吴路,龙吴路（龙瑞路至百色路）,121.4471128,31.141221,121.4463225,31.1444369,787,8830,88139,383.83,5,0,1,50,15,2,2,182,291
中山南二路,中山南二路（东安路至人行道）,121.4518231,31.18882991,121.4505817,31.18849342,232,19,8824,159.019,5,0,1,50,15,2,2,19,176
中山南二路,中山南二路（人行道至东安路）,121.4505817,31.18849342,121.4518231,31.18882991,233,8824,19,152.457,5,0,1,50,15,2,2,176,19
瑞平路,瑞平路（凯滨路至东安路）,121.4519797,31.18415093,121.4542449,31.1858927,234,8821,8820,324.601,5,0,3,30,15,2,2,173,172
瑞平路,瑞平路（东安路至凯滨路）,121.4542449,31.1858927,121.4519797,31.18415093,235,8820,8821,321.065,5,0,3,30,15,2,2,172,173
龙华中路,龙华中路（东安路至凯滨路）,121.4528601,31.18701105,121.4500571,31.18540729,236,57,8823,370.247,5,0,1,50,15,2,2,57,175
龙华中路,龙华中路（东安路至船厂路）,121.4528601,31.18701105,121.4551396,31.18791524,237,57,8825,281.15,5,0,1,50,15,2,2,57,177
龙华中路,龙华中路（宛平南路至凯滨路）,121.4483486,31.18414617,121.4500571,31.18540729,238,58,8823,242.896,5,0,1,50,15,2,2,58,175
龙华中路,龙华中路（枫林路至船厂路）,121.4568243,31.18855769,121.4551396,31.18791524,239,56,8825,211.513,5,0,1,50,15,2,2,56,177
龙华中路,龙华中路（船厂路至枫林路）,121.4551396,31.18791524,121.4568243,31.18855769,240,8825,56,208.837,5,0,1,50,15,2,2,177,56
中山南二路,中山南二路（枫林路至船厂路）,121.4556322,31.19070016,121.4541474,31.18981215,241,20,8828,207.375,5,0,1,50,15,2,2,20,180
中山南二路,中山南二路（船厂路至枫林路）,121.4541474,31.18981215,121.4556322,31.19070016,242,8828,20,205.699,5,0,1,50,15,2,2,180,20
柳州路,柳州路（冠生园路至康健路）,121.4209149,31.16512637,121.4207009,31.16714758,243,107,8815,234.593,5,0,2,40,15,2,2,107,167
柳州路,柳州路（康健路至冠生园路）,121.4207009,31.16714758,121.4209149,31.16512637,244,8815,107,234.343,5,0,2,40,15,2,2,167,107
桂林路,桂林路（上海师范大学至冠生园路）,121.4149718,31.16343981,121.4147663,31.16467332,245,8814,92,145.153,5,0,1,50,15,2,2,166,92
桂林路,桂林路（冠生园路至上海师范大学）,121.4147663,31.16467332,121.4149718,31.16343981,246,92,8814,145.354,5,0,1,50,15,2,2,92,166
中山西路,中山西路（中山立信至凯进路）,121.4245204,31.18374914,121.4270712,31.18320804,247,8838,8888,300.589,5,0,1,50,15,2,2,190,240
中山西路,中山西路（凯进路至中山立信）,121.4280592,31.18301589,121.4270712,31.18320804,248,15,8888,116.75,5,0,1,50,15,2,2,15,240
宜山路,宜山路（柳州路至宜山道口）,121.4170013,31.17771293,121.4189001,31.17915964,249,77,8833,298.526,5,0,1,50,15,2,2,77,185
宜山路,宜山路（钦州路至宜山道口）,121.4202003,31.18107939,121.4189001,31.17915964,250,76,8833,268.768,5,0,1,50,15,2,2,76,185
龙吴路,龙吴路（龙吴路行人信号至龙水南路,121.4458424,31.1520091,121.4456276,31.15549866,251,8829,34,401.101,5,0,1,50,15,2,2,181,34
龙吴路,龙吴路（龙水南路至龙吴路行人信号,121.4456276,31.15549866,121.4458424,31.1520091,252,34,8829,397.836,5,0,1,50,15,2,2,34,181
龙吴路,龙吴路（罗秀路至龙瑞路）,121.4486435,31.13753151,121.4471128,31.141221,253,36,8830,457.185,5,0,1,50,15,2,2,36,182
龙吴路,龙吴路（龙瑞路至罗秀路）,121.4471128,31.141221,121.4486435,31.13753151,254,8830,36,453.409,5,0,1,50,15,2,2,182,36
沪闵路,沪闵路（桂林路至沪闵北广场）,121.4194376,31.15426093,121.4216515,31.15633391,255,10,8822,347.855,5,0,1,50,15,2,2,10,174
沪闵路,沪闵路（沪闵北广场至桂林路）,121.4216515,31.15633391,121.4194376,31.15426093,256,8822,10,357.797,5,0,1,50,15,2,2,174,10
钦州北路,,121.4097839,31.18256417,121.4055341,31.1820658,257,89,88107,489.373,5,0,2,40,15,2,2,89,259
钦州北路,,121.4055341,31.1820658,121.4034131,31.1814536,258,88107,88,251.641,5,0,2,40,15,2,2,259,88
钦州北路,,121.4034131,31.1814536,121.3996217,31.1803722,259,88,88112,443.234,5,0,2,40,15,2,2,88,264
钦州北路,,121.3996217,31.1803722,121.3963172,31.1794152,260,88112,87,388.064,5,0,2,40,15,2,2,264,87
钦州北路,,121.3963172,31.1794152,121.3931525,31.1785035,261,87,55,371.991,5,0,2,40,15,2,2,87,55
钦州北路,,121.3931525,31.1785035,121.3916639,31.17807184,262,55,88117,178.133,5,0,2,40,15,2,2,55,269
钦州北路,,121.3916639,31.17807184,121.3931525,31.1785035,263,88117,55,176.982,5,0,2,40,15,2,2,269,55
钦州北路,,121.3931525,31.1785035,121.3963172,31.1794152,264,55,87,371.098,5,0,2,40,15,2,2,55,87
钦州北路,,121.3963172,31.1794152,121.3996217,31.1803722,265,87,88112,387.409,5,0,2,40,15,2,2,87,264
钦州北路,,121.3996217,31.1803722,121.4034131,31.1814536,266,88112,88,442.789,5,0,2,40,15,2,2,264,88
钦州北路,,121.4034131,31.1814536,121.4055341,31.1820658,267,88,88107,250.47,5,0,2,40,15,2,2,88,259
钦州北路,,121.4055341,31.1820658,121.4097839,31.18256417,268,88107,89,486.19,5,0,2,40,15,2,2,259,89
钦江路,,121.4105815,31.17927385,121.4066921,31.1785519,269,8832,8860,445.235,5,0,3,30,15,2,2,184,212
钦江路,,121.4066921,31.1785519,121.4042288,31.1781256,270,8860,881,282.223,5,0,3,30,15,2,2,212,153
钦江路,,121.4042288,31.1781256,121.4002455,31.1773966,271,881,882,455.431,5,0,3,30,15,2,2,153,154
钦江路,,121.4002455,31.1773966,121.397071,31.176813,272,882,88118,362.878,5,0,3,30,15,2,2,154,270
钦江路,,121.397071,31.176813,121.3940737,31.1762825,273,88118,88119,341.44,5,0,3,30,15,2,2,270,271
钦江路,,121.3940737,31.1762825,121.397071,31.176813,274,88119,88118,341.206,5,0,3,30,15,2,2,271,270
钦江路,,121.397071,31.176813,121.4002455,31.1773966,275,88118,882,362.558,5,0,3,30,15,2,2,270,154
钦江路,,121.4002455,31.1773966,121.4042288,31.1781256,276,882,881,455.687,5,0,3,30,15,2,2,154,153
钦江路,,121.4042288,31.1781256,121.4066921,31.1785519,277,881,8860,283.943,5,0,3,30,15,2,2,153,212
钦江路,,121.4066921,31.1785519,121.4105815,31.17927385,278,8860,8832,448.152,5,0,3,30,15,2,2,212,184
宜山路,,121.4117142,31.17627573,121.4077068,31.1755177,279,78,888,463.035,5,0,1,50,15,2,2,78,160
宜山路,,121.4077068,31.1755177,121.4048181,31.1749498,280,888,887,332.776,5,0,1,50,15,2,2,160,159
宜山路,,121.4048181,31.1749498,121.4023677,31.1744209,281,887,88116,283.329,5,0,1,50,15,2,2,159,268
宜山路,,121.4023677,31.1744209,121.4009485,31.1741145,282,88116,88121,166.077,5,0,1,50,15,2,2,268,273
宜山路,,121.4009485,31.1741145,121.3980132,31.1735383,283,88121,79,337.709,5,0,1,50,15,2,2,273,79
宜山路,,121.3980132,31.1735383,121.3955167,31.1730391,284,79,88120,287.986,5,0,1,50,15,2,2,79,272
宜山路,,121.3955167,31.1730391,121.3980132,31.1735383,285,88120,79,286.156,5,0,1,50,15,2,2,272,79
宜山路,,121.3980132,31.1735383,121.4009485,31.1741145,286,79,88121,335.997,5,0,1,50,15,2,2,79,273
宜山路,,121.4009485,31.1741145,121.4023677,31.1744209,287,88121,88116,165.64,5,0,1,50,15,2,2,273,268
宜山路,,121.4023677,31.1744209,121.4048181,31.1749498,288,88116,887,284.062,5,0,1,50,15,2,2,268,159
宜山路,,121.4048181,31.1749498,121.4077068,31.1755177,289,887,888,332.661,5,0,1,50,15,2,2,159,160
宜山路,,121.4077068,31.1755177,121.4117142,31.17627573,290,888,78,465.941,5,0,1,50,15,2,2,160,78
田林路,,121.4131609,31.17237817,121.4088023,31.1715444,291,83,88123,506.399,5,0,2,40,15,2,2,83,275
田林路,,121.4088023,31.1715444,121.4060849,31.1710169,292,88123,82,316.63,5,0,2,40,15,2,2,275,82
田林路,,121.4060849,31.1710169,121.4033477,31.1704859,293,82,889,318.864,5,0,2,40,15,2,2,82,161
田林路,,121.4033477,31.1704859,121.4016938,31.1701623,294,889,883,196.624,5,0,2,40,15,2,2,161,155
田林路,,121.4016938,31.1701623,121.3991081,31.1696828,295,883,81,300.756,5,0,2,40,15,2,2,155,81
田林路,,121.3991081,31.1696828,121.3971768,31.1693075,296,81,884,226.255,5,0,2,40,15,2,2,81,156
田林路,,121.3971768,31.1693075,121.3951732,31.16892538,297,884,88115,232.76,5,0,2,40,15,2,2,156,267
田林路,,121.3951732,31.16892538,121.3971768,31.1693075,298,88115,884,230.96,5,0,2,40,15,2,2,267,156
田林路,,121.3971768,31.1693075,121.3991081,31.1696828,299,884,81,223.827,5,0,2,40,15,2,2,156,81
田林路,,121.3991081,31.1696828,121.4016938,31.1701623,300,81,883,298.953,5,0,2,40,15,2,2,81,155
田林路,,121.4016938,31.1701623,121.4033477,31.1704859,301,883,889,193.147,5,0,2,40,15,2,2,155,161
田林路,,121.4033477,31.1704859,121.4060849,31.1710169,302,889,82,316.477,5,0,2,40,15,2,2,161,82
田林路,,121.4060849,31.1710169,121.4088023,31.1715444,303,82,88123,313.756,5,0,2,40,15,2,2,82,275
田林路,,121.4088023,31.1715444,121.4131609,31.17237817,304,88123,83,504.558,5,0,2,40,15,2,2,275,83
全州路,,121.406575,31.1690621,121.4038651,31.1684971,305,885,88114,316.889,5,0,3,30,15,2,2,157,266
全州路,,121.4038651,31.1684971,121.4020984,31.1681463,306,88114,8889,205.66,5,0,3,30,15,2,2,266,241
全州路,,121.4020984,31.1681463,121.39967,31.1676919,307,8889,8844,281.293,5,0,3,30,15,2,2,241,196
全州路,,121.39967,31.1676919,121.3980489,31.1673471,308,8844,8845,189.47,5,0,3,30,15,2,2,196,197
全州路,,121.3980489,31.1673471,121.39967,31.1676919,309,8845,8844,189.014,5,0,3,30,15,2,2,197,196
全州路,,121.39967,31.1676919,121.4020984,31.1681463,310,8844,8889,278.803,5,0,3,30,15,2,2,196,241
全州路,,121.4020984,31.1681463,121.4038651,31.1684971,311,8889,88114,205.656,5,0,3,30,15,2,2,241,266
全州路,,121.4038651,31.1684971,121.406575,31.1690621,312,88114,885,313.683,5,0,3,30,15,2,2,266,157
漕宝路,,121.4075896,31.16622536,121.4026479,31.1652867,313,25,88105,570.597,5,0,1,50,15,2,2,25,257
漕宝路,,121.4026479,31.1652867,121.4005994,31.1649062,314,88105,24,239.347,5,0,1,50,15,2,2,257,24
漕宝路,,121.4005994,31.1649062,121.3980991,31.16400615,315,24,23,305.31,5,0,1,50,15,2,2,24,23
漕宝路,,121.3980991,31.16400615,121.4005994,31.1649062,316,23,24,303.111,5,0,1,50,15,2,2,23,24
漕宝路,,121.4005994,31.1649062,121.4026479,31.1652867,317,24,88105,237.62,5,0,1,50,15,2,2,24,257
漕宝路,,121.4026479,31.1652867,121.4075896,31.16622536,318,88105,25,567.67,5,0,1,50,15,2,2,257,25
苍梧路,,121.4055341,31.1820658,121.4066921,31.1785519,319,88107,8860,416.023,5,0,2,40,15,2,2,259,212
苍梧路,,121.4066921,31.1785519,121.4077068,31.1755177,320,8860,888,359.833,5,0,2,40,15,2,2,212,160
苍梧路,,121.4077068,31.1755177,121.4088023,31.1715444,321,888,88123,461.967,5,0,2,40,15,2,2,160,275
苍梧路,,121.4088023,31.1715444,121.4099191,31.16675789,322,88123,8812,555.334,5,0,2,40,15,2,2,275,164
虹漕路,,121.4042288,31.1781256,121.4034131,31.1814536,323,881,88,384.437,5,0,1,50,15,2,2,153,88
虹漕路,,121.4048181,31.1749498,121.4042288,31.1781256,324,887,881,362.186,5,0,1,50,15,2,2,159,153
虹漕路,,121.4060849,31.1710169,121.4048181,31.1749498,325,82,887,466.469,5,0,1,50,15,2,2,82,159
虹漕路,,121.406575,31.1690621,121.4060849,31.1710169,326,885,82,228.721,5,0,1,50,15,2,2,157,82
虹漕路,,121.4075896,31.16622536,121.406575,31.1690621,327,25,885,342.413,5,0,1,50,15,2,2,25,157
桂箐路,,121.4026479,31.1652867,121.4020984,31.1681463,328,88105,8889,327.77,5,0,2,40,15,2,2,257,241
桂箐路,,121.4020984,31.1681463,121.4016938,31.1701623,329,8889,883,231.859,5,0,2,40,15,2,2,241,155
桂箐路,,121.4016938,31.1701623,121.4009485,31.1741145,330,883,88121,451.389,5,0,2,40,15,2,2,155,273
桂箐路,,121.4009485,31.1741145,121.4002455,31.1773966,331,88121,882,376.703,5,0,2,40,15,2,2,273,154
桂箐路,,121.4002455,31.1773966,121.3998928,31.179079,332,882,88113,194.354,5,0,2,40,15,2,2,154,265
桂箐路,,121.3998928,31.179079,121.3996217,31.1803722,333,88113,88112,149.396,5,0,2,40,15,2,2,265,264
桂平路,,121.3963172,31.1794152,121.3966116,31.1783991,334,87,88111,121.449,5,0,2,40,15,2,2,87,263
桂平路,,121.3966116,31.1783991,121.397071,31.176813,335,88111,88118,187.245,5,0,2,40,15,2,2,263,270
桂平路,,121.397071,31.176813,121.3980132,31.1735383,336,88118,79,382.464,5,0,2,40,15,2,2,270,79
桂平路,,121.3980132,31.1735383,121.3991081,31.1696828,337,79,81,449.003,5,0,2,40,15,2,2,79,81
桂平路,,121.3991081,31.1696828,121.39967,31.1676919,338,81,8844,233.908,5,0,2,40,15,2,2,81,196
桂果路,,121.3931525,31.1785035,121.3940737,31.1762825,339,55,88119,271.275,5,0,3,30,15,2,2,55,271
桂果路,,121.3940737,31.1762825,121.3955167,31.1730391,340,88119,88120,396.334,5,0,3,30,15,2,2,271,272
桂果路,,121.3955167,31.1730391,121.3971768,31.1693075,341,88120,884,456.662,5,0,3,30,15,2,2,272,156
桂果路,,121.3971768,31.1693075,121.3980489,31.1673471,342,884,8845,242.553,5,0,3,30,15,2,2,156,197
桂果路,,121.3980489,31.1673471,121.3986264,31.1660489,343,8845,8846,159.82,5,0,3,30,15,2,2,197,198
桂果路,,121.3940737,31.1762825,121.3931525,31.1785035,344,88119,55,269.859,5,0,3,30,15,2,2,271,55
宜州路,,121.4023677,31.1744209,121.4033477,31.1704859,345,88116,889,454.406,5,0,3,30,15,2,2,268,161
宜州路,,121.4033477,31.1704859,121.4023677,31.1744209,346,889,88116,455.585,5,0,3,30,15,2,2,161,268
宜州路,,121.4033477,31.1704859,121.4038651,31.1684971,347,889,88114,233.725,5,0,3,30,15,2,2,161,266
宜州路,,121.4038651,31.1684971,121.4033477,31.1704859,348,88114,889,233.731,5,0,3,30,15,2,2,266,161
贺阀路,,121.3998928,31.179079,121.3966116,31.1783991,349,88113,88111,375.078,5,0,3,30,15,2,2,265,263
贺阀路,,121.3966116,31.1783991,121.3998928,31.179079,350,88111,88113,374.685,5,0,3,30,15,2,2,263,265
宜山路,,121.3955167,31.1730391,121.393455,31.1726355,351,88120,88110,237.883,5,0,1,50,15,2,2,272,262
宜山路,,121.393455,31.1726355,121.3929642,31.1725289,352,88110,80,57.888,5,0,1,50,15,2,2,262,80
宜山路,,121.3929642,31.1725289,121.3897926,31.1714783,353,80,9935,374.459,5,0,1,50,15,2,2,80,354
宜山路,,121.3897926,31.1714783,121.3929642,31.1725289,354,9935,80,374.367,5,0,1,50,15,2,2,354,80
宜山路,,121.3929642,31.1725289,121.393455,31.1726355,355,80,88110,57.449,5,0,1,50,15,2,2,80,262
宜山路,,121.393455,31.1726355,121.3955167,31.1730391,356,88110,88120,236.621,5,0,1,50,15,2,2,262,272
虹许路,,121.393455,31.1726355,121.3916639,31.17807184,357,88110,88117,638.464,5,0,1,50,15,2,2,262,269
虹许路,,121.3916639,31.17807184,121.393455,31.1726355,358,88117,88110,638.612,5,0,1,50,15,2,2,269,262
虹梅路,,121.3951732,31.16892538,121.393455,31.1726355,359,88115,88110,462.737,5,0,1,50,15,2,2,267,262
虹梅路,,121.393455,31.1726355,121.3951732,31.16892538,360,88110,88115,461.625,5,0,1,50,15,2,2,262,267
虹梅路,,121.3929642,31.1725289,121.3905549,31.1771629,361,80,9936,589.177,5,0,2,40,15,2,2,80,355
虹梅路,,121.3905549,31.1771629,121.3929642,31.1725289,362,9936,80,590.098,5,0,2,40,15,2,2,355,80
虹梅路,,121.3951732,31.16892538,121.3962735,31.16707988,363,88115,88140,246.435,5,2,1,50,15,2,2,267,292
虹梅路,,121.3971816,31.16564658,121.3965769,31.16675978,364,88104,88141,145.801,5,1,1,50,15,2,2,256,293
梅果路,,121.3986264,31.1660489,121.3971816,31.16564658,365,8846,88104,169.915,5,0,3,30,15,2,2,198,256
梅果路,,121.3971816,31.16564658,121.3986264,31.1660489,366,88104,8846,169.037,5,0,3,30,15,2,2,256,198
虹梅路,,121.3971816,31.16564658,121.3980991,31.16400615,367,88104,23,212.634,5,0,1,50,15,2,2,256,23
虹梅路,,121.3980991,31.16400615,121.3971816,31.16564658,368,23,88104,213.803,5,0,1,50,15,2,2,23,256
钦州南路,,121.4092687,31.15870544,121.4045997,31.15758,369,106,8840,545.8,5,0,2,40,15,2,2,106,192
钦州南路,,121.4045997,31.15758,121.4025667,31.15710159,370,8840,8847,242.149,5,0,2,40,15,2,2,192,199
钦州南路,,121.4025667,31.15710159,121.4011126,31.15670532,371,8847,88103,180.183,5,0,2,40,15,2,2,199,255
钦州南路,,121.4011126,31.15670532,121.4025667,31.15710159,372,88103,8847,178.034,5,0,2,40,15,2,2,255,199
钦州南路,,121.4025667,31.15710159,121.4045997,31.15758,373,8847,8840,241.317,5,0,2,40,15,2,2,199,192
钦州南路,,121.4045997,31.15758,121.4092687,31.15870544,374,8840,106,540.949,5,0,2,40,15,2,2,192,106
浦北路,,121.4107012,31.15415115,121.4065812,31.1531126,375,105,8842,485.505,5,0,2,40,15,2,2,105,194
浦北路,,121.4065812,31.1531126,121.4046022,31.152504,376,8842,8841,239.909,5,0,3,30,15,2,2,194,193
浦北路,,121.4046022,31.152504,121.4065812,31.1531126,377,8841,8842,240.564,5,0,3,30,15,2,2,193,194
浦北路,,121.4065812,31.1531126,121.4107012,31.15415115,378,8842,105,485.547,5,0,2,40,15,2,2,194,105
江安路,,121.4120892,31.15129615,121.4080138,31.1496907,379,104,8843,499.986,5,0,1,50,15,2,2,104,195
江安路,,121.4080138,31.1496907,121.406097,31.1490763,380,8843,8852,233.92,5,0,1,50,15,2,2,195,204
江安路,,121.406097,31.1490763,121.4044999,31.1485624,381,8852,103,195.355,5,0,1,50,15,2,2,204,103
江安路,,121.4044999,31.1485624,121.406097,31.1490763,382,103,8852,195.007,5,0,1,50,15,2,2,103,204
江安路,,121.406097,31.1490763,121.4080138,31.1496907,383,8852,8843,231.623,5,0,1,50,15,2,2,204,195
江安路,,121.4080138,31.1496907,121.4120892,31.15129615,384,8843,104,505.317,5,0,1,50,15,2,2,195,104
桂平支路,,121.4080138,31.1496907,121.4089296,31.1475692,385,8843,88102,264.309,5,0,3,30,15,2,2,195,254
桂平支路,,121.4089296,31.1475692,121.4080138,31.1496907,386,88102,8843,261.224,5,0,3,30,15,2,2,254,195
百花街,,121.4089296,31.1475692,121.4073381,31.1462859,387,88102,8853,233.97,5,0,3,30,15,2,2,254,205
百花街,,121.4073381,31.1462859,121.4089296,31.1475692,388,8853,88102,231.132,5,0,3,30,15,2,2,205,254
平阳路,,121.4073381,31.1462859,121.4058099,31.14548888,389,8853,8854,200.392,5,0,3,30,15,2,2,205,206
平阳路,,121.4058099,31.14548888,121.4073381,31.1462859,390,8854,8853,203.519,5,0,3,30,15,2,2,206,205
沪闵路,,121.4141457,31.14927833,121.4111786,31.14668336,391,11,88152,442.236,5,2,1,50,15,2,2,11,304
沪闵路,,121.4083396,31.1439936,121.4068226,31.142556,392,8855,12,237.563,5,0,1,50,15,2,2,207,12
沪闵路,,121.4068226,31.142556,121.4005467,31.13646277,393,12,88150,975.449,5,2,1,50,15,2,2,12,302
沪闵路,,121.3997197,31.13554012,121.4005579,31.13630644,394,9924,88149,127.839,5,1,1,50,15,2,2,345,301
沪闵路,,121.4068226,31.142556,121.4083396,31.1439936,395,12,8855,235.456,5,0,1,50,15,2,2,12,207
